_id,id,username,followers,text,hashtags,language,created
ObjectId(5e5cfcc5edc8c2e5310bf257),1.23E+18,shirleyssblythe,11,@ghstofari i will score 90+ in boards and I'll get to meet harry styles one day,[],en,2020-03-02T12:31:59.000Z
ObjectId(5e5cfcc5edc8c2e5310bf258),1.23E+18,emily_guan01,116,"RT @1dfollowmutual2: rt if you stan @onedirection

- harry
- niall
- louis
- liam
- zayn

follow me and everyone who retweets 🌴",[],en,2020-03-02T12:32:00.000Z
ObjectId(5e5cfcc6edc8c2e5310bf259),1.23E+18,PameB94,117,RT @Harrys_Playlist: so you’re telling me that harry styles drowned and performed in nyc on the SAME DAY?!,[],en,2020-03-02T12:32:01.000Z
ObjectId(5e5cfcc6edc8c2e5310bf25a),1.23E+18,BlancheBullshit,3611,RT @BlancheBullshit: Royal Wedding 2018 Prince Harry and Megan Markle *EXPOSED* MUST SEE! - YouTube https://t.co/ISMXqBM35E,[],en,2020-03-02T12:32:01.000Z
ObjectId(5e5cfcc7edc8c2e5310bf25b),1.23E+18,_lostinJamaica,36,RT @7Osharry: Harry saying “having sex &amp; feeling sad” on loop to bless yalls timeline. https://t.co/8R1x3naaZj,[],en,2020-03-02T12:32:02.000Z
ObjectId(5e5cfcc7edc8c2e5310bf25c),1.23E+18,malakornukopia,396,RT @moodvintage: Andy Warhol using an Amiga computer to create a digital portrait of Debbie Harry (1985). https://t.co/lvlzMkR65T,[],en,2020-03-02T12:32:02.000Z
ObjectId(5e5cfcc7edc8c2e5310bf25d),1.23E+18,angel_ot5,669,RT @cherrytemptress: thread of Harry Styles looking like a rockstar from the 70s https://t.co/kWIoyUjLKD,[],en,2020-03-02T12:32:02.000Z
ObjectId(5e5cfcc8edc8c2e5310bf25e),1.23E+18,PATSFANIVLYFE,836,"RT @Ol_TimeFootball: Week 7, 1978
#Giants #Buccaneers 
Williams 7-27-100-0-2
Pisarcik 4-13-45-0-2
Hammond 15-63
DuBose 25-109-1
Csonka 13-5…","[{""text"":""Giants"",""indices"":[34,41]},{""text"":""Buccaneers"",""indices"":[42,53]}]",en,2020-03-02T12:32:03.000Z
ObjectId(5e5cfcc8edc8c2e5310bf25f),1.23E+18,ohneseele,1258,RT @ThisDayInLarrie: 1 Mar 2012 🤗👀 Harry and Louis share a private moment. https://t.co/2E27h3mMCT,[],en,2020-03-02T12:32:03.000Z
ObjectId(5e5cfcc8edc8c2e5310bf260),1.23E+18,fallingskiesfan,102,RT @GizmodoUK: Tom Holland discusses his Harry Potter obsession and Back to the Future interest https://t.co/SwW1Nl1qvk https://t.co/2teLPs…,[],en,2020-03-02T12:32:03.000Z
ObjectId(5e5cfcc9edc8c2e5310bf261),1.23E+18,SmirkinBaby,578,Harry Potter Lightning Glasses Logo T Shirt - Adult Unisex Size S-3XL 15.89 #graphictees #funnytshirt #funnytshirts https://t.co/fr6VJ59bBq,"[{""text"":""graphictees"",""indices"":[76,88]},{""text"":""funnytshirt"",""indices"":[89,101]},{""text"":""funnytshirts"",""indices"":[102,115]}]",en,2020-03-02T12:32:03.000Z
ObjectId(5e5cfcc9edc8c2e5310bf262),1.23E+18,bullshitxqueen,930,"RT @UpdateHL: 📝| ""A virgin."" -Harry when asked what he would be if he weren't a music artist!

©️ENTERCOM",[],en,2020-03-02T12:32:04.000Z
ObjectId(5e5cfcc9edc8c2e5310bf263),1.23E+18,5DirectionsJano,1042,RT @narryscosmos_: DO YALL REMEMBER WHEN HARRY SANG BIG BROWN POO INSTEAD OF GOTTA BE YOU AND THEN STARTED CACKLING AT HIMSELF?? PLEASE VET…,[],en,2020-03-02T12:32:04.000Z
ObjectId(5e5cfcc9edc8c2e5310bf264),1.23E+18,Alecdow,279,"@LLPOS Harry, this is for you!",[],en,2020-03-02T12:32:04.000Z
ObjectId(5e5cfccaedc8c2e5310bf265),1.23E+18,_DinoMaverick,58,RT @CrypticNoOne: Need her on BLACKED,[],en,2020-03-02T12:32:05.000Z
ObjectId(5e5cfccbedc8c2e5310bf266),1.23E+18,SW6GM,1856,"Happy birthday @ExpressionsOOZ you still support a dead team, but have a great day 😂

From myself, Harry Potter’s s… https://t.co/OKU9IXwzLv",[],en,2020-03-02T12:32:06.000Z
ObjectId(5e5cfccbedc8c2e5310bf267),1.23E+18,RobertosJSalas,485,"RT @tastemadeuk: To be honest, Harry Potter would love this Butter Bear Bomb https://t.co/LuxAwgR3EK",[],en,2020-03-02T12:32:06.000Z
ObjectId(5e5cfcccedc8c2e5310bf268),1.23E+18,meghan_tapp,66,RT @shesvinyl: so you’re saying harry styles isn’t a virgin?!?!?? this is the worst day of my life 😭😭😭🙁🙁😫😫😫😤😤😤😤😤😡😡🤬🤬🤬😫😫😫😫😫😫😫🤪🤪😤😤😤😤😤😤😤😳😳😳😳ht…,[],en,2020-03-02T12:32:07.000Z
ObjectId(5e5cfcccedc8c2e5310bf269),1.23E+18,_mael_iss_,72,RT @UpdateHL: 📝| “Did I say that Fine Line is the sound of a 25 year old navigating having sex and feeling sad? I would probably agree with…,[],en,2020-03-02T12:32:07.000Z
ObjectId(5e5cfccdedc8c2e5310bf26a),1.23E+18,naomixxxc,130,RT @yrraleroda: I’m taking this flag to louis and harry and if i get tickets also to niall i wanna fill it up with names so y’all are there…,[],en,2020-03-02T12:32:08.000Z
ObjectId(5e5cfcceedc8c2e5310bf26b),1.23E+18,mark_sands8991,49,"RT @grandoldteam: Michael Keane: ""De Gea has gone the other way because he can see the ball and it was going towards that corner. Then it h…",[],en,2020-03-02T12:32:09.000Z
ObjectId(5e5cfcceedc8c2e5310bf26c),1.23E+18,TLSlibertypeace,129,"With all due respect, Jon Bon Jovi cannot walk Abbey Road to redo what The Beatles had done. He had nothing compare… https://t.co/UbIDa9admb",[],en,2020-03-02T12:32:09.000Z
ObjectId(5e5cfcceedc8c2e5310bf26d),1.23E+18,DejanEade,78,@noslavenovember I'm so glad I don't give a shit about Star Wars. Harry Potter gives me enough pain with this,[],en,2020-03-02T12:32:09.000Z
ObjectId(5e5cfccfedc8c2e5310bf26e),1.23E+18,niallmyhope_,125,"RT @1DAFSanta: Louis will be 29 this December
Zayn turned 27 this year
Liam will be 27 this year 
Niall will be 27 this year
Harry turned 2…",[],en,2020-03-02T12:32:10.000Z
ObjectId(5e5cfccfedc8c2e5310bf26f),1.23E+18,ilona84010600,628,"RT @PaigeMASTERS5: Always smart to know 'when' to exit ....
Prince Harry and Meghan Markle are SMART to start their own thing now. When eve…",[],en,2020-03-02T12:32:10.000Z
ObjectId(5e5cfcd0edc8c2e5310bf270),1.23E+18,davidsshows,13,"TODAY’S BIRTHDAYS

1931 - Mikhail Gorbachev, (89)
1947 - Harry Redknapp (73)
1949 - Gates McFadden,(71)
1949 - J. P… https://t.co/2LqeG2ZDBq",[],en,2020-03-02T12:32:12.000Z
ObjectId(5e5cfcd1edc8c2e5310bf271),1.23E+18,fknkrs,3487,RT @7Osharry: Harry saying “having sex &amp; feeling sad” on loop to bless yalls timeline. https://t.co/8R1x3naaZj,[],en,2020-03-02T12:32:12.000Z
ObjectId(5e5cfcd1edc8c2e5310bf272),1.23E+18,Kindnes94421810,166,"RT @Estonian01: MECHANISM HOW ONLY lies &amp; bulling ab Prince Harry &amp; Meghan allowed on @instagram 
After that I posted AT ONCE this comment…",[],en,2020-03-02T12:32:12.000Z
ObjectId(5e5cfcd2edc8c2e5310bf273),1.23E+18,brexitanna,877,"RT @ukreloaded: Good point made by Dan Hodges this morning..

Criticise Diane Abbott - Racism
Criticise Meghan Markel - Racism
Criticise Pr…",[],en,2020-03-02T12:32:13.000Z
ObjectId(5e5cfcd2edc8c2e5310bf274),1.23E+18,mark_smou,388,"Make a comeback 
Suits s10 pls 🙏",[],en,2020-03-02T12:32:13.000Z
ObjectId(5e5cfcd2edc8c2e5310bf275),1.23E+18,swallowsmol,1047,RT @hsftheaven: Harry saying “I’m wet all of the time” in your timeline. You’re welcome. https://t.co/Kg2c81a8fN,[],en,2020-03-02T12:32:14.000Z
ObjectId(5e5cfcd3edc8c2e5310bf276),1.23E+18,Larrygivemehope,1244,"RT @UpdateHL: 📝| ""A virgin."" -Harry when asked what he would be if he weren't a music artist!

©️ENTERCOM",[],en,2020-03-02T12:32:14.000Z
ObjectId(5e5cfcd4edc8c2e5310bf277),1.23E+18,KlattMi,30,"RT @WorldtimesM: Prince Harry’s family security in Canada

The Prince's family is well welcome to Canada, they have many friends and good n…",[],en,2020-03-02T12:32:14.000Z
ObjectId(5e5cfcd4edc8c2e5310bf278),1.23E+18,Swamp_Fox1,14794,RT @things_royal: #HarryandMeghan decided to step back from public duty in just 19 mths after the public had paid an enormous £30mn for the…,"[{""text"":""HarryandMeghan"",""indices"":[18,33]}]",en,2020-03-02T12:32:15.000Z
ObjectId(5e5cfcd4edc8c2e5310bf279),1.23E+18,4Prina,2186,"March 1, 2020: Meghan Markle Is Going to the Met Gala https://t.co/oNaBgMz6Sq",[],en,2020-03-02T12:32:15.000Z
ObjectId(5e5cfcd5edc8c2e5310bf27a),1.23E+18,marinyenifer17,348,RT @shesvinyl: so you’re saying harry styles isn’t a virgin?!?!?? this is the worst day of my life 😭😭😭🙁🙁😫😫😫😤😤😤😤😤😡😡🤬🤬🤬😫😫😫😫😫😫😫🤪🤪😤😤😤😤😤😤😤😳😳😳😳ht…,[],en,2020-03-02T12:32:16.000Z
ObjectId(5e5cfcd5edc8c2e5310bf27b),1.23E+18,BlancheBullshit,3611,"RT @BlancheBullshit: Meghan Markle, Prince Harry and the myth of royal purity - TOP Secrets about Illuminati - YouTube https://t.co/WxQIo5E…",[],en,2020-03-02T12:32:16.000Z
ObjectId(5e5cfcd6edc8c2e5310bf27c),1.23E+18,lwtopslinsxn,278,RT @fleetwoodsugar: Harry would be a virgin physiotherapist teacher florist flower shop coffee bar owner if he wasn’t a musician,[],en,2020-03-02T12:32:17.000Z
ObjectId(5e5cfcd6edc8c2e5310bf27d),1.23E+18,King_sfiso1,1173,RT @BinweA: Honestly just RTing cause there’s no way this photo isn’t good luck https://t.co/8SUnUx2JxW,[],en,2020-03-02T12:32:17.000Z
ObjectId(5e5cfcd8edc8c2e5310bf27e),1.23E+18,nicollegoin6,0,"RT @daroncanvas: A drunk limo driver and a freeway tunnel in Paris? 
#MeghanMarkel https://t.co/q7wPLUmd0d","[{""text"":""MeghanMarkel"",""indices"":[69,82]}]",en,2020-03-02T12:32:19.000Z
ObjectId(5e5cfcd8edc8c2e5310bf27f),1.23E+18,akacarley,890,RT @Iondunn: omg Harry is that drunk girl in a bathroom I love it,[],en,2020-03-02T12:32:19.000Z
ObjectId(5e5cfcd8edc8c2e5310bf280),1.23E+18,BlancheBullshit,3611,"RT @BlancheBullshit: Meghan Markle, Prince Harry and the myth of royal purity - TOP Secrets about Illuminati - YouTube https://t.co/IKHdpj1…",[],en,2020-03-02T12:32:19.000Z
ObjectId(5e5cfcd8edc8c2e5310bf281),1.23E+18,natalietpwk_,337,#NAME?,[],en,2020-03-02T12:32:19.000Z
ObjectId(5e5cfcd9edc8c2e5310bf282),1.23E+18,Coolstar88,489,RT @BinweA: Honestly just RTing cause there’s no way this photo isn’t good luck,[],en,2020-03-02T12:32:20.000Z
ObjectId(5e5cfcd9edc8c2e5310bf283),1.23E+18,dumbestbich,39,RT @Iondunn: omg Harry is that drunk girl in a bathroom I love it https://t.co/M6ek1aigiv,[],en,2020-03-02T12:32:20.000Z
ObjectId(5e5cfcd9edc8c2e5310bf284),1.23E+18,freyaisamess,578,RT @carlyincontro: the bachelorette but it’s just me and 20 men who look like harry styles,[],en,2020-03-02T12:32:20.000Z
ObjectId(5e5cfcdaedc8c2e5310bf285),1.23E+18,michellemusi,235,"RT @UpdateHL: 📸| Harry with Tanya Rad at the iHeart secret session last night! 

©️tanyarad https://t.co/IAcMSq4B07",[],en,2020-03-02T12:32:21.000Z
ObjectId(5e5cfcdaedc8c2e5310bf286),1.23E+18,wallstooyoung,720,"RT @1dfhelpx: rt if you love @onedirection

- harry
- niall
- louis
- liam
- zayn

follow me and everyone who retweets 🌿",[],en,2020-03-02T12:32:21.000Z
ObjectId(5e5cfcdaedc8c2e5310bf287),1.23E+18,BlancheBullshit,3611,"RT @BlancheBullshit: Meghan Markle, Prince Harry and the myth of royal purity - TOP Secrets about Illuminati - YouTube https://t.co/ryhQLpj…",[],en,2020-03-02T12:32:21.000Z
ObjectId(5e5cfcdcedc8c2e5310bf288),1.23E+18,problematixcx,935,RT @Iondunn: omg Harry is that drunk girl in a bathroom I love it,[],en,2020-03-02T12:32:23.000Z
ObjectId(5e5cfcdcedc8c2e5310bf289),1.23E+18,maricocienta,317,RT @Iondunn: omg Harry is that drunk girl in a bathroom I love it,[],en,2020-03-02T12:32:23.000Z
ObjectId(5e5cfcdcedc8c2e5310bf28a),1.23E+18,notquitewhite,668,Britney Spears.,[],en,2020-03-02T12:32:24.000Z
ObjectId(5e5cfcdeedc8c2e5310bf28b),1.23E+18,leecufc0,25,RT @TheCumbriansNet: Well done to @officialcufc winger Harry McKirdy for making the @Carabao_Cup Team of the Tournament this Season! #UTB h…,"[{""text"":""UTB"",""indices"":[133,137]}]",en,2020-03-02T12:32:25.000Z
ObjectId(5e5cfce0edc8c2e5310bf28c),1.23E+18,tanaja_c,69,#NAME?,[],en,2020-03-02T12:32:27.000Z
ObjectId(5e5cfce0edc8c2e5310bf28d),1.23E+18,MelbaMiffle,5681,I’m wondering if anyone is going to take the opportunity to go to the Harryween MSG gigs in a giant inflatable will… https://t.co/72B9scTXiH,[],en,2020-03-02T12:32:27.000Z
ObjectId(5e5cfce0edc8c2e5310bf28e),1.23E+18,kurbitchsuji,761,RT @Iondunn: omg Harry is that drunk girl in a bathroom I love it,[],en,2020-03-02T12:32:27.000Z
ObjectId(5e5cfce1edc8c2e5310bf28f),1.23E+18,medicinekissyy,203,"RT @hardliqueur: harry styles taking     vs      harry styles 
a film photo                            on film https://t.co/cl964QZhye",[],en,2020-03-02T12:32:28.000Z
ObjectId(5e5cfce4edc8c2e5310bf290),1.23E+18,erodachery,1,daily harry picture to start your day off right https://t.co/9az3jBW9zc,[],en,2020-03-02T12:32:31.000Z
ObjectId(5e5cfce5edc8c2e5310bf291),1.23E+18,cherryKtpkxxx,1319,RT @cherrytemptress: thread of Harry Styles looking like a rockstar from the 70s https://t.co/kWIoyUjLKD,[],en,2020-03-02T12:32:32.000Z
ObjectId(5e5cfce5edc8c2e5310bf292),1.23E+18,bravesunflowr,757,RT @LTHSUpdates: 💬 | “Did I say that Fine Line is the sound of a 25-year-old navigating having sex and feeling sad? I would probably agree…,[],en,2020-03-02T12:32:32.000Z
ObjectId(5e5cfce5edc8c2e5310bf293),1.23E+18,hrh2011mo,4591,RT @isnt_gone: Pining? More like begging.  Pleading. 👠👠#MeghanMarkle Pining To Get Role In Major Hollywood Blockbuster New Reports Reveal…,"[{""text"":""MeghanMarkle"",""indices"":[55,68]}]",en,2020-03-02T12:32:32.000Z
ObjectId(5e5cfce5edc8c2e5310bf294),1.23E+18,BlancheBullshit,3611,"RT @BlancheBullshit: #ARRESTPODESTA on Twitter: ""i don’t necessarily believe that Meghan knows the symbolism involved ... https://t.co/FdrU…","[{""text"":""ARRESTPODESTA"",""indices"":[21,35]}]",en,2020-03-02T12:32:32.000Z
ObjectId(5e5cfce6edc8c2e5310bf295),1.23E+18,kaiser_ofyshial,1397,"RT @utdrobbo: #mufc faced competition for transfers:
• Harry Maguire — Man City
• Aaron Wan-Bissaka — Arsenal, Spurs &amp; Man City
• Bruno Fer…","[{""text"":""mufc"",""indices"":[14,19]}]",en,2020-03-02T12:32:33.000Z
ObjectId(5e5cfce7edc8c2e5310bf296),1.23E+18,tpwkmfs,265,"RT @larryingnormani: louis minding               harry staring 
his own business            at him",[],en,2020-03-02T12:32:33.000Z
ObjectId(5e5cfce7edc8c2e5310bf297),1.23E+18,TomasinChloe,20,#NAME?,[],en,2020-03-02T12:32:34.000Z
ObjectId(5e5cfce8edc8c2e5310bf298),1.23E+18,briacoppola,713,RT @carlyincontro: the bachelorette but it’s just me and 20 men who look like harry styles,[],en,2020-03-02T12:32:35.000Z
ObjectId(5e5cfce8edc8c2e5310bf299),1.23E+18,BlancheBullshit,3611,"RT @BlancheBullshit: #ARRESTPODESTA on Twitter: ""i don’t necessarily believe that Meghan knows the symbolism involved ... https://t.co/pcdG…","[{""text"":""ARRESTPODESTA"",""indices"":[21,35]}]",en,2020-03-02T12:32:35.000Z
ObjectId(5e5cfce8edc8c2e5310bf29a),1.23E+18,mutual28respect,570,"RT @HarryNextToLou: louis: what’s for dinner

harry: it’s a soup-prise

louis: is it soup

harry: i soup-pose it could be

louis: stop it…",[],en,2020-03-02T12:32:35.000Z
ObjectId(5e5cfce9edc8c2e5310bf29b),1.23E+18,finelinevessel,377,it would be so fun 😭😭,[],en,2020-03-02T12:32:36.000Z
ObjectId(5e5cfce9edc8c2e5310bf29c),1.23E+18,a1jazi,2,RT @carlyincontro: the bachelorette but it’s just me and 20 men who look like harry styles,[],en,2020-03-02T12:32:36.000Z
ObjectId(5e5cfceaedc8c2e5310bf29d),1.23E+18,song_title,2178,"RT @things_royal: Makes me so angry. No one is calling her out on her £30mn wedding or £3mn Frogmore renovation, £1mn + on wardrobe or all…",[],en,2020-03-02T12:32:37.000Z
ObjectId(5e5cfceaedc8c2e5310bf29e),1.23E+18,MatttyyC,244,"RT @grandoldteam: Michael Keane: ""De Gea has gone the other way because he can see the ball and it was going towards that corner. Then it h…",[],en,2020-03-02T12:32:37.000Z
ObjectId(5e5cfcebedc8c2e5310bf29f),1.23E+18,cranyonmoon,734,whaaatttt 😳😳😢😢😢😭😔 he's too pure for that 😔😔😔😔😔😔😔 im upsetti spaghetti,[],en,2020-03-02T12:32:38.000Z
ObjectId(5e5cfcebedc8c2e5310bf2a0),1.23E+18,BlancheBullshit,3612,"RT @BlancheBullshit: #ARRESTPODESTA on Twitter: ""i don’t necessarily believe that Meghan knows the symbolism involved ... https://t.co/39gr…","[{""text"":""ARRESTPODESTA"",""indices"":[21,35]}]",en,2020-03-02T12:32:38.000Z
ObjectId(5e5cfcebedc8c2e5310bf2a1),1.23E+18,paradox58cloud,687,"RT @CaptainBlackEy1: Well, shit. Of course Meghan Merkle wants a fucking masculine tough guy because she keeps fucking harry. She so manipu…",[],en,2020-03-02T12:32:38.000Z
ObjectId(5e5cfcebedc8c2e5310bf2a2),1.23E+18,chezjavier,534,sTAN,[],en,2020-03-02T12:32:38.000Z
ObjectId(5e5cfcebedc8c2e5310bf2a3),1.23E+18,michellemusi,235,RT @cherrytemptress: thread of Harry Styles looking like a rockstar from the 70s https://t.co/kWIoyUjLKD,[],en,2020-03-02T12:32:39.000Z
ObjectId(5e5cfcecedc8c2e5310bf2a4),1.23E+18,RUShorty,94,Double standard or what?,[],en,2020-03-02T12:32:39.000Z
ObjectId(5e5cfcededc8c2e5310bf2a5),1.23E+18,grandeftstylson,234,@Vorterix #HoyVorterix Harry Styles,"[{""text"":""HoyVorterix"",""indices"":[10,22]}]",en,2020-03-02T12:32:40.000Z
ObjectId(5e5cfcededc8c2e5310bf2a6),1.23E+18,loucartairs,2952,"RT @rockerlwt: but daddy i                    woman
love him                     are smarter.…",[],en,2020-03-02T12:32:40.000Z
ObjectId(5e5cfceeedc8c2e5310bf2a7),1.23E+18,BlancheBullshit,3611,RT @BlancheBullshit: Looks like Soros is behind the recent censorship movement on social media platforms ... https://t.co/pKAmEfwKKE,[],en,2020-03-02T12:32:41.000Z
ObjectId(5e5cfceeedc8c2e5310bf2a8),1.23E+18,Elenamadi_D,3562,RT @BinweA: Honestly just RTing cause there’s no way this photo isn’t good luck,[],en,2020-03-02T12:32:41.000Z
ObjectId(5e5cfcefedc8c2e5310bf2a9),1.23E+18,per0xideprncss,89,"RT @JasMoneyRecords: As someone who has not read a single thing I’ve signed, from grocery store debits to freelancer agreements and the thi…",[],en,2020-03-02T12:32:42.000Z
ObjectId(5e5cfcefedc8c2e5310bf2aa),1.23E+18,mutual28respect,570,RT @hugosarmadillo: NOT HARRY STYLES SAYING THAT ADORE YOU IS ABT THE INITIAL EXCITEMENT OF MEETING SOMEONE AND BEING EXCITED BY THEM AND C…,[],en,2020-03-02T12:32:42.000Z
ObjectId(5e5cfcf0edc8c2e5310bf2ab),1.23E+18,tpwktmlnsn,333,"RT @larryingnormani: louis minding               harry staring 
his own business            at him",[],en,2020-03-02T12:32:43.000Z
ObjectId(5e5cfcf0edc8c2e5310bf2ac),1.23E+18,R0SEXTYLES,3245,Best 1D friendship honestly we need more content because we know they hang out often and the neighbours thing,[],en,2020-03-02T12:32:43.000Z
ObjectId(5e5cfcf1edc8c2e5310bf2ad),1.23E+18,BlancheBullshit,3611,RT @BlancheBullshit: Looks like Soros is behind the recent censorship movement on social media platforms ... https://t.co/LcoAlZ0qEL,[],en,2020-03-02T12:32:44.000Z
ObjectId(5e5cfcf1edc8c2e5310bf2ae),1.23E+18,onlythelarries,7,RT @fleetwoodsugar: Harry would be a virgin physiotherapist teacher florist flower shop coffee bar owner if he wasn’t a musician,[],en,2020-03-02T12:32:44.000Z
ObjectId(5e5cfcf2edc8c2e5310bf2af),1.23E+18,amaiabay,158,"RT @NLacunzaCFO: 📸| “Golden - Harry Styles”

(Via IG Stories @/natalialacunza) https://t.co/kD60jLhGPy",[],en,2020-03-02T12:32:45.000Z
ObjectId(5e5cfcf2edc8c2e5310bf2b0),1.23E+18,buzten10,126,"Queen confirms Meghan Markle and Harry's last official engagement | Royal | News
https://t.co/c16FpB6YkT",[],en,2020-03-02T12:32:45.000Z
ObjectId(5e5cfcf2edc8c2e5310bf2b1),1.23E+18,TylaRoseJones,1096,RT @pancakekissy: harry said he would be a virgin if he weren’t a music artist but i probably would’ve lost my virginity a lot sooner if i…,[],en,2020-03-02T12:32:45.000Z
ObjectId(5e5cfcf3edc8c2e5310bf2b2),1.23E+18,_ViviDirec17,966,"RT @UpdateHL: 📝| ""A virgin."" -Harry when asked what he would be if he weren't a music artist!

©️ENTERCOM",[],en,2020-03-02T12:32:46.000Z
ObjectId(5e5cfcf3edc8c2e5310bf2b3),1.23E+18,_danitil_,375,RT @CrypticNoOne: Need her on BLACKED,[],en,2020-03-02T12:32:46.000Z
ObjectId(5e5cfcf4edc8c2e5310bf2b4),1.23E+18,BlancheBullshit,3611,RT @BlancheBullshit: Looks like Soros is behind the recent censorship movement on social media platforms ... https://t.co/RGOWWsYjJg,[],en,2020-03-02T12:32:47.000Z
ObjectId(5e5cfcf5edc8c2e5310bf2b5),1.23E+18,eelisun,224,"RT @grangershug: hermione                        harry and ron
showing up                     showing up
at exams…",[],en,2020-03-02T12:32:48.000Z
ObjectId(5e5cfcf5edc8c2e5310bf2b6),1.23E+18,GeorgeRPhO,772,RT @rdamphil: The Harry Potter concerts continue with the next chapter: Harry Potter and the Half-Blood Prince™ In Concert. Experience the…,[],en,2020-03-02T12:32:48.000Z
ObjectId(5e5cfcf6edc8c2e5310bf2b7),1.23E+18,BlancheBullshit,3611,RT @BlancheBullshit: Looks like Soros is behind the recent censorship movement on social media platforms ... https://t.co/kcu6yvvM0H,[],en,2020-03-02T12:32:50.000Z
ObjectId(5e5cfcf7edc8c2e5310bf2b8),1.23E+18,blueandgreenHL,298,"RT @rockerlwt: but daddy i                    woman
love him                     are smarter.…",[],en,2020-03-02T12:32:50.000Z
ObjectId(5e5cfcf7edc8c2e5310bf2b9),1.23E+18,MathOverHoes,2285,RT @BinweA: Honestly just RTing cause there’s no way this photo isn’t good luck,[],en,2020-03-02T12:32:50.000Z
ObjectId(5e5cfcf8edc8c2e5310bf2ba),1.23E+18,aabigailwardd,26,RT @carlyincontro: the bachelorette but it’s just me and 20 men who look like harry styles,[],en,2020-03-02T12:32:51.000Z
ObjectId(5e5cfcf8edc8c2e5310bf2bb),1.23E+18,ENicolson1,8493,"Time is not yet finished with Harry. #scifibooks #5stars #timetravel 

Only $4.99 or #FREE with #KindleUnlimited… https://t.co/uJkhgcZcOz","[{""text"":""scifibooks"",""indices"":[37,48]},{""text"":""5stars"",""indices"":[49,56]},{""text"":""timetravel"",""indices"":[57,68]},{""text"":""FREE"",""indices"":[85,90]},{""text"":""KindleUnlimited"",""indices"":[96,112]}]",en,2020-03-02T12:32:51.000Z
ObjectId(5e5cfcf9edc8c2e5310bf2bc),1.23E+18,zayscott6,113,#NAME?,[],en,2020-03-02T12:32:52.000Z
ObjectId(5e5cfcfaedc8c2e5310bf2bd),1.23E+18,BlancheBullshit,3611,RT @BlancheBullshit: Looks like Soros is behind the recent censorship movement on social media platforms ... https://t.co/8Om8kfUmaK,[],en,2020-03-02T12:32:53.000Z
ObjectId(5e5cfcfaedc8c2e5310bf2be),1.23E+18,babiexharry,519,"RT @ellyloveszarry_: y'all: protect harry at all costs! 

Zayn: https://t.co/7g6ieAAgIY",[],en,2020-03-02T12:32:53.000Z
ObjectId(5e5cfcfaedc8c2e5310bf2bf),1.23E+18,louistylinsom,17427,"RT @UpdateHL: 📝| “I am wet all of the time. in like videos and shoots and stuff. It’s just all the time.” -Harry on filming videos.

©️ENTE…",[],en,2020-03-02T12:32:53.000Z
ObjectId(5e5cfcfcedc8c2e5310bf2c0),1.23E+18,song_title,2178,"RT @Murky__Meg: Tainted individual? ~ Meghan Markle 'snubbed' for Disney role as 'she needs them more', says film boss - Mirror Online http…",[],en,2020-03-02T12:32:55.000Z
ObjectId(5e5cfcfdedc8c2e5310bf2c1),1.23E+18,Daverjr,161,"RT @ukreloaded: Good point made by Dan Hodges this morning..

Criticise Diane Abbott - Racism
Criticise Meghan Markel - Racism
Criticise Pr…",[],en,2020-03-02T12:32:56.000Z
ObjectId(5e5cfcfdedc8c2e5310bf2c2),1.23E+18,cherryfineline1,184,RT @captainjanks: HARRY HARRY HARRY HARRY HARRY HARRY @sternshow!,[],en,2020-03-02T12:32:56.000Z
ObjectId(5e5cfcfdedc8c2e5310bf2c3),1.23E+18,RCSchulteIII,154,"#Hollywood puts out boring crap for the most part...so predictable gangster, superhero, or drug movies.

Zero creat… https://t.co/LMQ7nD2gaq","[{""text"":""Hollywood"",""indices"":[0,10]}]",en,2020-03-02T12:32:56.000Z
ObjectId(5e5cfcfdedc8c2e5310bf2c4),1.23E+18,_lonelyheartcal,559,RT @Landon12Luv: GUYS CAN YOU PLEASE HELP ME? I REALLY WANT HARRY’S MERCH. K THANKS ❤️ https://t.co/MAIvqRG2PP,[],en,2020-03-02T12:32:57.000Z
ObjectId(5e5cfcfeedc8c2e5310bf2c5),1.23E+18,PaulineChurch15,22,"RT @Adios_yuckTeeth: Fun fact.
We don’t hear Diana’s family complaining about not seeing Archie or trashing Meghan and Harry in the UK’s ta…",[],en,2020-03-02T12:32:57.000Z
ObjectId(5e5cfd00edc8c2e5310bf2c6),1.23E+18,txteverly,115,"nonton ulang:

        percy jackson ✔
        hunger games ✔
        harry potter ✔
        maze runner ✔
        hsm - camp rock ( soon )",[],en,2020-03-02T12:32:59.000Z
ObjectId(5e5cfd01edc8c2e5310bf2c7),1.23E+18,AzaanWustrow,69,RT @BinweA: Honestly just RTing cause there’s no way this photo isn’t good luck,[],en,2020-03-02T12:33:00.000Z
ObjectId(5e5cfd01edc8c2e5310bf2c8),1.23E+18,rumputmonas,137,"RT @kittiemark: no one has mark lee’s range. i mean he can go from:

harry potter      ➡️      draco malfoy https://t.co/6hoii55Dx2",[],en,2020-03-02T12:33:00.000Z
ObjectId(5e5cfd02edc8c2e5310bf2c9),1.23E+18,ideepakkalra,58,"RT @wonderofscience: Metamorphosis of a tadpole into a frog.

Animation by Harry Warne. https://t.co/7bhEsuQAmu https://t.co/6wdY9xnJuU",[],en,2020-03-02T12:33:01.000Z
